"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"BF.A","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","0","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Realty Trust","6.75","96134215.5","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BRKR","Bruker Corporation","27.43","4482734912.76","n/a","United States","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr",
"BC","Brunswick Corporation","46.78","4258381762.7","n/a","United States","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BMTC","Bryn Mawr Bank Corporation","25.24","423743203.92","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","22.27","202458574.3","n/a","United States","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","5.72","69176793.4","n/a","United States","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BT","BT Group plc","31.18","52215445131","n/a","United Kingdom","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","64.99","8430697899.98","n/a","United States","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","33.21","1609123133.7","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","6.47","1644589029.49","n/a","Peru","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BWLD","Buffalo Wild Wings, Inc.","144.84","2727159336.48","n/a","United States","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BBW","Build-A-Bear Workshop, Inc.","12.51","198029859.75","n/a","United States","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BLDR","Builders FirstSource, Inc.","10.14","1116143586.48","n/a","United States","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BG","Bunge Limited","55.85","7873701724","n/a","United States","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BUR","Burcon Nutrascience Corp","2.52","89956472.76","n/a","Canada","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur",
"BURL","Burlington Stores, Inc.","53.75","3873915150","n/a","n/a","2013","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","33.97","3559745412.29","n/a","United States","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwxt",
"CFFI","C&F Financial Corporation","39.0323","134706244.0804","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CJES","C&J Energy Services, Ltd.","1.5","180310813.5","n/a","United States","2015","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cjes",
"CHRW","C.H. Robinson Worldwide, Inc.","73.74","10562715296.94","n/a","United States","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"BCR","C.R. Bard, Inc.","198.2","14614237360","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bcr",
"BNK","C1 Financial, Inc.","24.18","389321357.88","n/a","United States","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bnk",
"CA","CA Inc.","30.73","12807120567.43","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"GYB","CABCO Series 2004-101 Trust","19.9668","0","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","18.84","0","n/a","United States","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CAB","Cabela&#39;s Inc","47.24","3203763088.12","n/a","United States","2004","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/cab",
"CABO","Cable One, Inc.","437.16","2525994851.88","n/a","United States","2015","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cabo",
"CVC","Cablevision Systems Corporation","32.96","9118701734.4","n/a","United States","1986","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cvc",
"CBT","Cabot Corporation","48.78","3041859385.98","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"CCMP","Cabot Microelectronics Corporation","39.35","952101778.75","n/a","United States","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"COG","Cabot Oil & Gas Corporation","21.97","9096902637.94","n/a","United States","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","99.42","2411200550.82","n/a","United States","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CDNS","Cadence Design Systems, Inc.","23","7023234000","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","4.53","81078393","n/a","United States","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CAE","CAE Inc","11.32","3055356737.48","n/a","Canada","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CACQ","Caesars Acquisition Company","5.61","770486202.09","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cacq",
"CZR","Caesars Entertainment Corporation","6.22","902793073.82","n/a","United States","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","CaesarStone Sdot-Yam Ltd.","34.2","1207080621","n/a","Israel","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","3.66","62022352.68","n/a","United States","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CAI","CAI International, Inc.","9.22","183678433.58","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cai",
"CLBS","Caladrius Biosciences, Inc.","0.79","46634173.21","n/a","United States","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/clbs",
"CLMS","Calamos Asset Management, Inc.","8.51","174705457.81","n/a","United States","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/clms",
"CHY","Calamos Convertible and High Income Fund","10.13","734510092","n/a","United States","2003","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","9.26","633908014.14","n/a","United States","2002","n/a","n/a","http://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","17.2","419416702.4","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccd",
"CFGE","Calamos Focus Growth ETF","9.6996","25218960","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfge",
"CHW","Calamos Global Dynamic Income Fund","6.73","397117056.16","n/a","United States","2007","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","10.88","92099210.88","n/a","United States","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","9.35","1444705900","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","17.31","633395039.49","n/a","United States","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CAA","CalAtlantic Group, Inc.","31.76","3852259105.68","n/a","United States","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/caa",
"CVGW","Calavo Growers, Inc.","53.79","937850596.32","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CAL","Caleres, Inc.","26.78","1170210239.38","n/a","United States","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/cal",
"CCC","Calgon Carbon Corporation","14.19","716771537.79","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CFNB","California First National Bancorp","13.25","138593993","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb",
"CRC","California Resources Corporation","1.24","481345556","n/a","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","26.22","1255259557.5","n/a","United States","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CALA","Calithera Biosciences, Inc.","5.24","96473456.6","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cala",
"CALX","Calix, Inc","6.55","317361628.35","n/a","United States","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","8.84","828901376.16","n/a","United States","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CALD","Callidus Software, Inc.","14.58","820471027.14","n/a","United States","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CPE","Callon Petroleum Company","8.38","677472200.44","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPE^A","Callon Petroleum Company","46.39","0","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe^a",
"CALM","Cal-Maine Foods, Inc.","50.12","2430563686.32","n/a","United States","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CPN","Calpine Corporation","14.18","5057447960.28","n/a","United States","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CLMT","Calumet Specialty Products Partners, L.P.","11.33","859770252","n/a","United States","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"ABCD","Cambium Learning Group, Inc.","4.32","197578733.76","n/a","United States","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CBM","Cambrex Corporation","42.68","1357189343.84","n/a","United States","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbm",
"CAC","Camden National Corporation","41.45","425423981.7","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CPT","Camden Property Trust","81.55","7088945046.05","n/a","United States","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","12.73","5038438805.06","n/a","Canada","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CAM","Cameron International Corporation","66","12645536112","n/a","United States","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/cam",
"CPB","Campbell Soup Company","63.17","19528816495.36","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CAMT","Camtek Ltd.","2.04","72110279.04","n/a","Israel","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CM","Canadian Imperial Bank of Commerce","72.36","28595326755.24","n/a","Canada","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","60.75","47773654868.25","n/a","Canada","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","26.58","29096675043.72","n/a","Canada","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","129.17","19759390010.75","n/a","Canada","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cp",
"CSIQ","Canadian Solar Inc.","18.85","1054948600.55","n/a","China","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","2.84","38772458.16","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix",
"CANF","Can-Fite Biopharma Ltd","2.93","31228783.84","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/canf",
"CAJ","Canon, Inc.","29.36","32063315071.04","n/a","Japan","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CMN","Cantel Medical Corp.","68.64","2862343941.6","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cmn",
"CPHC","Canterbury Park Holding Corporation","10.4799","44495234.5431","n/a","United States","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CBNJ","Cape Bancorp, Inc.","13.16","178197915","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbnj",
"CPLA","Capella Education Company","51.91","609291496.69","n/a","United States","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CBF","Capital Bank Financial Corp.","30.86","1331479141.12","n/a","United States","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"CCBG","Capital City Bank Group","14.22","244891877.22","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"COF","Capital One Financial Corporation","69.76","36790026776.96","n/a","United States","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF.WS","Capital One Financial Corporation","n/a","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof.ws",
"COF^C","Capital One Financial Corporation","26.2","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cof^c",
"COF^D","Capital One Financial Corporation","27.13","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^d",
"COF^F","Capital One Financial Corporation","25.98","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^f",
"COF^P","Capital One Financial Corporation","25.92","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^p",
"CPLP","Capital Product Partners L.P.","3.06","375919301.7","n/a","Greece","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSU","Capital Senior Living Corporation","17.47","513836095.48","n/a","United States","1997","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/csu",
"CSWC","Capital Southwest Corporation","14.13","222124052.16","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cswc",
"BXMT","Capital Trust, Inc.","26.45","2484424906.6","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bxmt",
"CLA","Capitala Finance Corp.","24.5601","0","n/a","United States","2014","n/a","n/a","http://www.nasdaq.com/symbol/cla",
"CPTA","Capitala Finance Corp.","11.74","185404607.44","n/a","United States","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CLAC","Capitol Acquisition Corp. III","9.73","395281250","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/clac",
"CLACU","Capitol Acquisition Corp. III","9.78","244500000","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/clacu",
"CLACW","Capitol Acquisition Corp. III","0.455","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/clacw",
"CFFN","Capitol Federal Financial, Inc.","13.14","1802146900.32","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CAPN","Capnia, Inc.","1.29","15953826.03","n/a","United States","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capn",
"CAPNW","Capnia, Inc.","0.29","0","n/a","United States","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capnw",
"CAPR","Capricor Therapeutics, Inc.","2.71","44051009.35","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/capr",
"CMO","Capstead Mortgage Corporation","9.88","947957249.2","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","24.4152","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmo^e",
"CPST","Capstone Turbine Corporation","1.22","25523468.72","n/a","United States","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","5.84","159168399.92","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara",
"CRR","Carbo Ceramics, Inc.","15.11","354902199.22","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/crr",
"CARB","Carbonite, Inc.","7.86","211981260.36","n/a","United States","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CBYL","Carbylan Therapeutics, Inc.","0.5999","15790864.1506","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbyl",
"CRDC","Cardica, Inc.","3.6","3204669.6","n/a","United States","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc",
"CFNL","Cardinal Financial Corporation","19.91","645236211.95","n/a","United States","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl",
"CAH","Cardinal Health, Inc.","81.48","26833721623.8","n/a","United States","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cah",
"CRME","Cardiome Pharma Corporation","4.17","82210891.14","n/a","Canada","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","9.52","311276630","n/a","United States","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics, Inc.","34.83","1574057631.06","n/a","United States","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CCP","Care Capital Properties, Inc.","25.5","2140611499.5","n/a","United States","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ccp",
"CRCM","Care.com, Inc.","5.89","191125994.15","n/a","n/a","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/crcm",
"CDNA","CareDx, Inc.","5.27","62725453.01","n/a","United States","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","4.44","302357966.04","n/a","United States","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","11.95","575351260.55","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre",
"CSL","Carlisle Companies Incorporated","97.28","6244834344.96","n/a","United States","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","48.83","9557462842.09","n/a","United States","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CKEC","Carmike Cinemas, Inc.","30.46","749261354.76","n/a","United States","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec",
"CCL","Carnival Corporation","48.92","38852300885.68","n/a","United States","1987","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","50.4","40027718001.6","n/a","United States","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/cuk",
"CLBH","Carolina Bank Holdings Inc.","16.16","80979860.8","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh",
"CARO","Carolina Financial Corporation","18.17","218905164.55","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust Bank","6","27874530","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cart",
"CRS","Carpenter Technology Corporation","34.42","1612021943.08","n/a","United States","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","20.67","343815623.19","n/a","United States","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/csv",
"CRZO","Carrizo Oil & Gas, Inc.","30.36","1771131964.8","n/a","United States","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","13.48","482956856.8","n/a","United States","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CRI","Carter&#39;s, Inc.","101.25","5239343655","n/a","United States","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"CRTN","Cartesian, Inc.","2.197","19895801.315","n/a","United States","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/crtn",
"CARV","Carver Bancorp, Inc.","4.4","16262782.8","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","1.55","41668219.1","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CACB","Cascade Bancorp","5.69","414177222.37","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb",
"CSCD","Cascade Microtech, Inc.","20.77","330485427.44","n/a","United States","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd",
"CWST","Casella Waste Systems, Inc.","6.83","280389333.13","n/a","United States","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","109.43","4273303875.1","n/a","United States","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CSH","Cash America International, Inc.","38.76","948500223.6","n/a","United States","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/csh",
"CASI","CASI Pharmaceuticals, Inc.","1.298","53080962.352","n/a","United States","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","51.26","578891789.96","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CAS","Castle (A.M.) & Co.","2.29","54489153.1","n/a","United States","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cas",
"ROX","Castle Brands, Inc.","0.845","135229122.08","n/a","United States","2006","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/rox",
"CSLT","Castlight Health, inc.","3.05","294814976.4","n/a","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/cslt",
"CATB","Catabasis Pharmaceuticals, Inc.","5.2","79748931.6","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/catb",
"CTLT","Catalent, Inc.","26.12","3252548569.88","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctlt",
"CBIO","Catalyst Biosciences, Inc. ","1.79","20459886.16","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","1.2","99456432","n/a","United States","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CTT","CatchMark Timber Trust, Inc.","10.7","415169811.9","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctt",
"CAT","Caterpillar, Inc.","75.29","43843015098.1","n/a","United States","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cat",
"CATY","Cathay General Bancorp","27.84","2215940473.92","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","8.5633","0","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CATO","Cato Corporation (The)","37.24","1038964048.08","n/a","United States","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cato",
"CVCO","Cavco Industries, Inc.","89.03","793447200.99","n/a","United States","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","59.07","3384656123.97","n/a","United States","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBFV","CB Financial Services, Inc.","20.1799","82354514.9583","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv",
"CNLM","CB Pharma Acquisition Corp.","10.1","55913600","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlm",
"CNLMR","CB Pharma Acquisition Corp.","0.1699","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmr",
"CNLMU","CB Pharma Acquisition Corp.","10.4999","0","n/a","United States","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmu",
"CNLMW","CB Pharma Acquisition Corp.","0.05","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmw",
"CBZ","CBIZ, Inc.","9.89","519730082.3","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cbz",
"CBL","CBL & Associates Properties, Inc.","11.54","1967768476.46","n/a","United States","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cbl",
"CBL^D","CBL & Associates Properties, Inc.","24.7","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^d",
"CBL^E","CBL & Associates Properties, Inc.","23.12","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbl^e",
"CBO","CBO (Listing Market - NYSE - Networks A/E)","21","0","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbo",
"CBOE","CBOE Holdings, Inc.","64.72","5293796022.8","n/a","United States","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"IGR","CBRE Clarion Global Real Estate Income Fund","7.6","886087754.4","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/igr",
"CBG","CBRE Group, Inc.","28.04","9372113966.76","n/a","United States","2004","Finance","Real Estate","http://www.nasdaq.com/symbol/cbg",
"CBS","CBS Corporation","54.06","24842782135.2","n/a","United States","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cbs",
"CBS.A","CBS Corporation","n/a","0","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbs.a",
"CBX","CBX (Listing Market NYSE Networks AE","0.73","0","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cbx",
"CAW","CCA Industries, Inc.","3.546","24845701.464","n/a","United States","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/caw",
"CDI","CDI Corporation","5.9","116254166.4","n/a","United States","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/cdi",
"CDK","CDK Global, Inc.","45.55","7072839564.5","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","40.61","6811923146.23","n/a","United States","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CEB","CEB Inc.","61.81","2017871140.74","n/a","United States","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ceb",
"CECE","CECO Environmental Corp.","6.1","207692946.4","n/a","United States","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"FUN","Cedar Fair, L.P.","59.03","3306859006.19","n/a","United States","1987","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/fun",
